recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
50619,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50618,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50615,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50614,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50694,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50703,Canadian Food Inspection Agency,,Listeria,,2014-02-10,2023-11-14 03:12:49.171373,Food
50620,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50616,Health Canada,,Medical devices,Medical device,2014-02-10,2023-11-14 03:12:49.171373,Health product
50812,Canadian Food Inspection Agency,,Listeria,,2014-02-07,2023-11-14 03:12:49.171373,Food
51003,Health Canada,,Undeclared substance,Natural health products,2014-02-07,2023-11-14 03:12:49.171373,Health product
51001,Health Canada,,Undeclared substance,Natural health products,2014-02-07,2023-11-14 03:12:49.171373,Health product
50642,Health Canada,,Product safety,Drugs,2014-02-07,2023-11-14 03:12:49.171373,Health product
51068,Health Canada,,Undeclared substance,Natural health products,2014-02-07,2023-11-14 03:12:49.171373,Health product
51072,Health Canada,,Undeclared substance,Natural health products,2014-02-07,2023-11-14 03:12:49.171373,Health product
50979,Health Canada,,Undeclared substance,Natural health products,2014-02-07,2023-11-14 03:12:49.171373,Health product
50668,Health Canada,,,Medical device,2014-02-07,2023-11-14 03:12:49.171373,Health product
50705,Canadian Food Inspection Agency,,Listeria,,2014-02-07,2023-11-14 03:12:49.171373,Food
50884,Canadian Food Inspection Agency,,Listeria,,2014-02-07,2023-11-14 03:12:49.171373,Food
50679,Health Canada,,Product safety,Drugs,2014-02-07,2023-11-14 03:12:49.171373,Health product
50669,Canadian Food Inspection Agency,,Milk,,2014-02-07,2023-11-14 03:12:49.171373,Food
50980,Health Canada,,Undeclared substance,Natural health products,2014-02-07,2023-11-14 03:12:49.171373,Health product
50651,Canadian Food Inspection Agency,,Milk,,2014-02-07,2023-11-14 03:12:49.171373,Food
50813,Canadian Food Inspection Agency,,Milk,,2014-02-06,2023-11-14 03:12:49.171373,Food
50667,Canadian Food Inspection Agency,,Milk,,2014-02-06,2023-11-14 03:12:49.171373,Food
50632,Health Canada,,Physical hazard,Sports and fitness,2014-02-06,2023-11-14 03:12:49.171373,Consumer product
70204,Transport Canada,Equipment recalled by TEREX,Electrical,Equipment,2014-02-06,2023-11-14 03:12:49.171373,Vehicles
70200,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,Light Truck & Van,2014-02-06,2023-11-14 03:12:49.171373,Vehicles
70202,Transport Canada,Minivan recalled by LIBERTY MOTOR COMPANY,Structure,Minivan,2014-02-06,2023-11-14 03:12:49.171373,Vehicles
70199,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,Light Truck & Van,2014-02-06,2023-11-14 03:12:49.171373,Vehicles
50684,Health Canada,,New safety information,Drugs,2014-02-05,2023-11-14 03:12:49.171373,Health product
50611,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-05,2023-11-14 03:12:49.171373,Consumer products
50612,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-05,2023-11-14 03:12:49.171373,Consumer products
50697,Canadian Food Inspection Agency,,Milk,,2014-02-05,2023-11-14 03:12:49.171373,Food
50636,Health Canada,,New safety information,Drugs,2014-02-05,2023-11-14 03:12:49.171373,Health product
50789,Canadian Food Inspection Agency,,Tree nut,,2014-02-05,2023-11-14 03:12:49.171373,Food
50610,Health Canada,,Labelling and packaging,Household items,2014-02-05,2023-11-14 03:12:49.171373,Consumer product
50677,Health Canada,,New safety information,Drugs,2014-02-04,2023-11-14 03:12:49.171373,Health product
50635,Canadian Food Inspection Agency,,,,2014-02-04,2023-11-14 03:12:49.171373,Food
50878,Canadian Food Inspection Agency,,,,2014-02-04,2023-11-14 03:12:49.171373,Food
50609,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-04,2023-11-14 03:12:49.171373,Consumer products
50696,Health Canada,,,Sports and fitness,2014-02-04,2023-11-14 03:12:49.171373,Consumer product
51017,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51022,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
70211,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Other,Truck - Med. & H.D.,2014-02-03,2023-11-14 03:12:49.171373,Vehicles
70205,Transport Canada,Motorcycle recalled by KAWASAKI,Fuel Supply,Motorcycle,2014-02-03,2023-11-14 03:12:49.171373,Vehicles
70207,Transport Canada,RV Trailer recalled by FOREST RIVER,Structure,RV Trailer,2014-02-03,2023-11-14 03:12:49.171373,Vehicles
51027,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
50603,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-03,2023-11-14 03:12:49.171373,Consumer products
50604,Health Canada,,Strangulation hazard,Clothing and accessories,2014-02-03,2023-11-14 03:12:49.171373,Consumer products
51023,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51021,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51025,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
50869,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51039,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
50631,Health Canada,,"Undeclared substance, Unauthorized product",Drugs,2014-02-03,2023-11-14 03:12:49.171373,Health product
51038,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51036,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51031,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51029,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51026,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
51028,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
50787,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
50785,Health Canada,,Medical devices,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
50786,Health Canada,,,Medical device,2014-02-03,2023-11-14 03:12:49.171373,Health product
50630,Canadian Food Inspection Agency,,Peanut,,2014-01-31,2023-11-14 03:12:49.171373,Food
50597,Health Canada,,Laceration hazard,Household items,2014-01-31,2023-11-14 03:12:49.171373,Consumer product
50598,Health Canada,,Choking hazard,Household items,2014-01-31,2023-11-14 03:12:49.171373,Consumer products
50634,Canadian Food Inspection Agency,,Egg,,2014-01-31,2023-11-14 03:12:49.171373,Food
50596,Health Canada,,Strangulation hazard,Clothing and accessories,2014-01-30,2023-11-14 03:12:49.171373,Consumer products
51075,Health Canada,,Choking hazard,Other,2014-01-30,2023-11-14 03:12:49.171373,Consumer products
50978,Health Canada,,Laceration hazard,Household items,2014-01-30,2023-11-14 03:12:49.171373,Consumer products
70208,Transport Canada,RV Trailer recalled by WINNEBAGO INDUSTRIES,Other,RV Trailer,2014-01-30,2023-11-14 03:12:49.171373,Vehicles
50606,Canadian Food Inspection Agency,,Milk,,2014-01-30,2023-11-14 03:12:49.171373,Food
50607,Canadian Food Inspection Agency,,,,2014-01-30,2023-11-14 03:12:49.171373,Food
50967,Health Canada,,Fire hazard,Household items,2014-01-30,2023-11-14 03:12:49.171373,Consumer product
50599,Health Canada,,Dosage,Drugs,2014-01-30,2023-11-14 03:12:49.171373,Health product
50613,Canadian Food Inspection Agency,,Tree nut,,2014-01-30,2023-11-14 03:12:49.171373,Food
50602,Canadian Food Inspection Agency,,Milk,,2014-01-29,2023-11-14 03:12:49.171373,Food
50962,Health Canada,,Choking hazard,Toys and games,2014-01-29,2023-11-14 03:12:49.171373,Consumer product
50595,Health Canada,IKEA KRITTER and SNIGLAR Junior Beds,Laceration hazard,Household items,2014-01-29,2023-11-14 03:12:49.171373,Consumer product
70238,Transport Canada,School Bus recalled by NAVISTAR,Seats And Restraints,School Bus,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70274,Transport Canada,Bus recalled by BLUE BIRD,Seats And Restraints,Bus,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70215,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Other,Truck - Med. & H.D.,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70214,Transport Canada,Car recalled by GENERAL MOTORS,Fuel Supply,Car,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70213,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Seats And Restraints,Truck - Med. & H.D.,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70267,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Seats And Restraints,Truck - Med. & H.D.,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70275,Transport Canada,School Bus recalled by BLUE BIRD,Seats And Restraints,School Bus,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70237,Transport Canada,Bus recalled by NAVISTAR,Seats And Restraints,Bus,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70240,Transport Canada,Motorhome recalled by FLEETWOOD,Seats And Restraints,Motorhome,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70259,Transport Canada,Truck - Med. & H.D. recalled by LION BUS,Seats And Restraints,Truck - Med. & H.D.,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70216,Transport Canada,Motorcycle recalled by ZERO MOTORCYCLES,Electrical,Motorcycle,2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70255,Transport Canada,Chassis Cab recalled by SPARTAN,Seats And Restraints,"Chassis Cab, Vehicles - Truck - Med. & H.D.",2014-01-29,2023-11-14 03:12:49.171373,Vehicles
70278,Transport Canada,Car recalled by NISSAN,Steering,Car,2014-01-28,2023-11-14 03:12:49.171373,Vehicles
70212,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Electrical,Truck - Med. & H.D.,2014-01-28,2023-11-14 03:12:49.171373,Vehicles
50864,Health Canada,,Product safety,Drugs,2014-01-28,2023-11-14 03:12:49.171373,Health product
51049,Health Canada,,Physical hazard,Sports and fitness,2014-01-28,2023-11-14 03:12:49.171373,Consumer product
51071,Health Canada,,Product safety,Natural health products,2014-01-28,2023-11-14 03:12:49.171373,Health product
50981,Health Canada,,,Household items,2014-01-28,2023-11-14 03:12:49.171373,Consumer product
50601,Canadian Food Inspection Agency,,Gluten,,2014-01-28,2023-11-14 03:12:49.171373,Food
51076,Health Canada,,,Toys and games,2014-01-28,2023-11-14 03:12:49.171373,Consumer product
50991,Health Canada,,Labelling and packaging,Chemicals,2014-01-28,2023-11-14 03:12:49.171373,Consumer product
51069,Health Canada,,Product safety,Biologic or vaccine,2014-01-27,2023-11-14 03:12:49.171373,Health product
51002,Health Canada,,Product safety,Biologic or vaccine,2014-01-27,2023-11-14 03:12:49.171373,Health product
51073,Health Canada,,,Other,2014-01-27,2023-11-14 03:12:49.171373,Food
51074,Health Canada,,Medical devices,Medical device,2014-01-27,2023-11-14 03:12:49.171373,Health product
51275,Health Canada,,Medical devices,Medical device,2014-01-27,2023-11-14 03:12:49.171373,Health product
51070,Health Canada,,Laceration hazard,Tools and accessories,2014-01-27,2023-11-14 03:12:49.171373,Consumer product
50877,Canadian Food Inspection Agency,,Listeria,,2014-01-26,2023-11-14 03:12:49.171373,Food
51057,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51048,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51061,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51060,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51067,Health Canada,,Labelling and packaging,Chemicals,2014-01-24,2023-11-14 03:12:49.171373,Consumer product
51059,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51058,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50888,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51056,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51053,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50870,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50895,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50896,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50897,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50608,Canadian Food Inspection Agency,,Milk,,2014-01-24,2023-11-14 03:12:49.171373,Food
50977,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50868,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50972,Health Canada,,,Drugs,2014-01-24,2023-11-14 03:12:49.171373,Health product
50893,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50894,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51024,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50784,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50975,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50886,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
51055,Health Canada,,Medical devices,Medical device,2014-01-24,2023-11-14 03:12:49.171373,Health product
50982,Canadian Food Inspection Agency,,Milk,,2014-01-23,2023-11-14 03:12:49.171373,Food
51051,Health Canada,,Laceration hazard,Household items,2014-01-23,2023-11-14 03:12:49.171373,Consumer product
51054,Health Canada,,Physical hazard,Household items,2014-01-23,2023-11-14 03:12:49.171373,Consumer product
50867,Health Canada,,Strangulation hazard,Clothing and accessories,2014-01-23,2023-11-14 03:12:49.171373,Consumer products
70227,Transport Canada,SUV recalled by FORD,Steering,SUV,2014-01-22,2023-11-14 03:12:49.171373,Vehicles
70219,Transport Canada,Motorhome recalled by TIFFIN,Structure,Motorhome,2014-01-22,2023-11-14 03:12:49.171373,Vehicles
70217,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Accessories,"Equipment, Vehicles - Truck - Med. & H.D.",2014-01-22,2023-11-14 03:12:49.171373,Vehicles
51066,Health Canada,,Choking hazard,Other,2014-01-22,2023-11-14 03:12:49.171373,Consumer products
70218,Transport Canada,Car recalled by ASTON MARTIN,Powertrain,Car,2014-01-21,2023-11-14 03:12:49.171373,Vehicles
50600,Canadian Food Inspection Agency,,,,2014-01-21,2023-11-14 03:12:49.171373,Food
70384,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Seats And Restraints,Truck - Med. & H.D.,2014-01-21,2023-11-14 03:12:49.171373,Vehicles
51045,Health Canada,,Chemical hazard,Toys and games,2014-01-20,2023-11-14 03:12:49.171373,Consumer product
50881,Canadian Food Inspection Agency,,Wheat,,2014-01-20,2023-11-14 03:12:49.171373,Food
50838,Health Canada,,Strangulation hazard,Clothing and accessories,2014-01-20,2023-11-14 03:12:49.171373,Consumer products
51065,Canadian Food Inspection Agency,,Listeria,,2014-01-18,2023-11-14 03:12:49.171373,Food
50898,Health Canada,,Product safety,Drugs,2014-01-17,2023-11-14 03:12:49.171373,Health product
50891,Health Canada,,Product safety,Drugs,2014-01-17,2023-11-14 03:12:49.171373,Health product
51063,Canadian Food Inspection Agency,,Milk,,2014-01-17,2023-11-14 03:12:49.171373,Food
51046,Health Canada,,Medical devices,Medical device,2014-01-17,2023-11-14 03:12:49.171373,Health product
51064,Canadian Food Inspection Agency,,Tree nut,,2014-01-17,2023-11-14 03:12:49.171373,Food
50889,Health Canada,,Medical devices,Medical device,2014-01-17,2023-11-14 03:12:49.171373,Health product
50871,Health Canada,,Medical devices,Medical device,2014-01-17,2023-11-14 03:12:49.171373,Health product
50890,Health Canada,,Medical devices,Medical device,2014-01-17,2023-11-14 03:12:49.171373,Health product
51041,Health Canada,,Medical devices,Medical device,2014-01-17,2023-11-14 03:12:49.171373,Health product
51042,Health Canada,,Medical devices,Medical device,2014-01-17,2023-11-14 03:12:49.171373,Health product
51043,Health Canada,,Medical devices,Medical device,2014-01-17,2023-11-14 03:12:49.171373,Health product
51044,Health Canada,,Medical devices,Medical device,2014-01-17,2023-11-14 03:12:49.171373,Health product
